SpTree	logl	delta	tau	lambda	duplications	transfers	losses	speciations
tree176	-47.8393	0	0.363125	0	0	8.806	0	7.194
tree177	-42.7507	0	0.24125	0	0	6.385	0	9.615
tree178	-47.8393	0	0.363125	0	0	8.776	0	7.224
tree179	-44.6463	0	0.31	0	0	7.863	0	8.137
tree180	-47.8393	0	0.363125	0	0	8.782	0	7.218
tree181	-46.0303	0	0.331875	0	0	8.185	0	7.815
tree182	-47.8261	0	0.36625	0	0	8.868	0	7.132
tree183	-47.8393	0	0.363125	0	0	8.787	0	7.213
tree184	-47.7614	0	0.36625	0	0	8.818	0	7.182
tree185	-41.592	0	0.225625	0	0	6.083	0	9.917
tree186	-48.8683	0	0.37875	0	0	9.1	0	6.9
tree187	-46.0303	0	0.331875	0	0	8.202	0	7.798
tree188	-47.9098	0	0.36625	0	0	8.831	0	7.169
tree189	-45.7273	0	0.31625	0	0	7.905	0	8.095
tree190	-47.9098	0	0.36625	0	0	8.814	0	7.186
tree191	-48.6608	0	0.381875	0	0	9.073	0	6.927
tree192	-46.9718	0	0.325625	0	0	8.131	0	7.869
tree193	-47.9098	0	0.36625	0	0	8.812	0	7.188
tree194	-48.8683	0	0.37875	0	0	9.048	0	6.952
tree195	-47.9098	0	0.36625	0	0	8.814	0	7.186
tree196	-47.9098	0	0.36625	0	0	8.782	0	7.218
tree197	-48.1149	0	0.36	0	0	8.784	0	7.216
tree198	-44.7214	0	0.31	0	0	7.797	0	8.203
tree199	-47.9098	0	0.36625	0	0	8.83	0	7.17
tree200	-47.7614	0	0.36625	0	0	8.829	0	7.171
tree201	-47.8261	0	0.36625	0	0	8.862	0	7.138
tree202	-46.0423	0	0.288125	0	0	7.39	0	8.61
tree203	-48.5197	0	0.375625	0	0	8.978	0	7.022
tree204	-45.0085	0	0.32875	0	0	8.171	0	7.829
tree205	-48.6964	0	0.3725	0	0	8.894	0	7.106
tree206	-48.8683	0	0.37875	0	0	9.056	0	6.944
tree207	-46.3568	0	0.285	0	0	7.353	0	8.647
tree208	-48.6608	0	0.381875	0	0	9.137	0	6.863
tree209	-48.074	0	0.385	0	0	9.146	0	6.854
tree210	-48.8683	0	0.37875	0	0	9.02	0	6.98
tree211	-48.8683	0	0.37875	0	0	9.059	0	6.941
tree212	-48.8683	0	0.37875	0	0	9.058	0	6.942
tree213	-44.8248	0	0.31	0	0	7.816	0	8.184
tree214	-47.9098	0	0.36625	0	0	8.818	0	7.182
tree215	-47.7614	0	0.36625	0	0	8.822	0	7.178
tree216	-45.0085	0	0.32875	0	0	8.163	0	7.837
tree217	-48.6964	0	0.3725	0	0	8.914	0	7.086
tree218	-48.5197	0	0.375625	0	0	9.015	0	6.985
tree219	-48.1607	0	0.388125	0	0	9.193	0	6.807
tree220	-46.3568	0	0.285	0	0	7.332	0	8.668
tree221	-48.1607	0	0.388125	0	0	9.207	0	6.793
tree222	-48.8683	0	0.37875	0	0	9.007	0	6.993
tree223	-48.6964	0	0.3725	0	0	8.94	0	7.06
tree224	-48.6964	0	0.3725	0	0	8.941	0	7.059
tree225	-48.6608	0	0.381875	0	0	9.076	0	6.924
tree226	-45.5321	0	0.319375	0	0	7.988	0	8.012
tree227	-47.9098	0	0.36625	0	0	8.838	0	7.162
tree228	-44.7214	0	0.31	0	0	7.793	0	8.207
tree229	-45.7273	0	0.31625	0	0	7.927	0	8.073
tree230	-37.8728	0	0.181875	0	0	5.085	0	10.915
tree231	-48.8683	0	0.37875	0	0	9.1	0	6.9
tree232	-48.8683	0	0.37875	0	0	9.073	0	6.927
tree233	-45.7273	0	0.31625	0	0	7.911	0	8.089
tree234	-47.8261	0	0.36625	0	0	8.84	0	7.16
tree235	-46.7095	0	0.331875	0	0	8.227	0	7.773
tree236	-48.8683	0	0.37875	0	0	9.064	0	6.936
tree237	-48.8683	0	0.37875	0	0	9.019	0	6.981
tree238	-48.8683	0	0.37875	0	0	9.059	0	6.941
tree239	-43.4048	0	0.27875	0	0	7.254	0	8.746
tree240	-47.9098	0	0.36625	0	0	8.816	0	7.184
tree241	-49.0718	0	0.39125	0	0	9.314	0	6.686
tree242	-47.9098	0	0.36625	0	0	8.789	0	7.211
tree243	-45.5321	0	0.319375	0	0	7.989	0	8.011
tree244	-48.8683	0	0.37875	0	0	9.047	0	6.953
tree245	-48.8683	0	0.37875	0	0	9.065	0	6.935
tree246	-48.8683	0	0.37875	0	0	9.043	0	6.957
tree247	-48.8683	0	0.37875	0	0	9.028	0	6.972
tree248	-47.9098	0	0.36625	0	0	8.88	0	7.12
tree249	-47.9098	0	0.36625	0	0	8.818	0	7.182
tree250	-48.8683	0	0.37875	0	0	8.996	0	7.004
tree251	-48.8683	0	0.37875	0	0	9.043	0	6.957
tree252	-45.7273	0	0.31625	0	0	7.962	0	8.038
tree253	-48.8683	0	0.37875	0	0	9.008	0	6.992
tree254	-48.8683	0	0.37875	0	0	9.087	0	6.913
